Koordinaten;Name;Link;Beschreibung
POINT (31.2357116 30.0444196);GAG03: Fitness-Parcours für den Pharao;https://www.geschichte.fm/podcast/zs03/;Wer regieren will, muss fit sein? Aber wie lässt sich die eigene Regierungsfähigkeit unter Beweis stellen? Im alten Ägypten gab es dafür spezielle Methoden. In diesem Zeitsprung sprechen wir darüber, was Pharaonen auch nach 30 Jahren Regentschaft noch so über sich ergehen lassen mussten. König Thutmosis III. bei einem kultischen Lauf während des Sedfestes, Darstellung in der Festhalle (Ach-menu) in Karnak. Quelle: Wikipedia Thutmosis III.
POINT (-82.1646367 -37.6814488);GAG359: Eine kleine Geschichte des Schachspiels;https://www.geschichte.fm/archiv/gag359;"Wir sprechen in dieser Folge über die Geschichte des Schachspiels. Woher kam es, warum wurde gerade dieses Spiel so erfolgreich und was hat es mit der Feudalgesellschaft des Mittelalters zu tun? Die erwähnte Folge von Jeanne Drach zu georgischen Schachspielerinnen gibt&#8217;s hier: https://jeannedrach.podigee.io/46-schach Erwähnte"
POINT (-85.7366732 -48.2060476);GAG337: über Hummer, Kaviar und wie das Loch in den Donut kam;https://www.geschichte.fm/archiv/gag329/;Wir springen in dieser Folge sehr weit zurück. Bis in die Eiszeit, wo ein Prozess beginnt, dessen Auswirkungen wir noch heute, auf der ganzen Welt, spüren: Die Entstehung des Hundes. Wir sprechen darüber, welchen Einfluss die Genetik in der Forschung nach den ältesten Hunden hat und wie ein über Jahrzehnte dauerndes Experiment eines russischen Zoologen uns erklären kann, wie aus einem wilden Wolf ein zahmer Hund wird. Das erwähnte Buch heißt „Tamed – Ten Species That Changed Our World“, von Prof. Alice Roberts
POINT (-86.6932915 -42.2740591);GAG329: Wie der Wolf zum Hund wurde;https://www.geschichte.fm/archiv/gag329;"Wir springen in dieser Folge sehr weit zurück. Bis in die Eiszeit, wo ein Prozess beginnt, dessen Auswirkungen wir noch heute, auf der ganzen Welt, spüren: Die Entstehung des Hundes. Wir sprechen darüber, welchen Einfluss die Genetik in der Forschung nach den ältesten Hunden hat und wie ein über Jahrzehnte dauerndes Experiment eines russischen Zoologen uns erklären kann, wie aus einem wilden Wolf ein zahmer Hund wird. Das erwähnte Buch heißt &#8222;Tamed &#8211; Ten Species That Changed Our World&#8220;, von Prof. Alice Roberts Das Episodenbild zeigt einen Wolf mit Fuchs, in einer Zeichnung des russischen Künstlers Ivan Bilibin aus dem Jahr 1940."
POINT (-87.216084 -37.624958);GAG326: Ausgestorbene und außergewöhnliche Berufe;https://www.geschichte.fm/archiv/gag326/;Es ist mal wieder Zeit für eine Episode mit mehreren Geschichten. Wir sprechen über einige besondere Berufe: Es geht um einen Mann, der jedes Jahr zu Weihnachten den englischen König Heinrich II. mit einem Furz belustigt hat. Und um einen Mann, der Geld dafür bekommen hat, der Vierzehnte zu sein. Außerdem: Menschen, die als Wecker durch die Straßen gelaufen sind und andere, die als Abtrittanbieter mit Eimern und Mantel für Erleichterung gesorgt haben.
POINT (-91.0071279 -42.8863958);GAG308: Eine kurze Geschichte des Urlaubs und Reisens;https://www.geschichte.fm/podcast/gag308/;In dieser Folge machen wir endlich Urlaub! Strandurlaub, wie wir ihn heute kennen, ist ein noch ziemlich junges Phänomen. Einen tariflichen Urlaubsanspruch gibt es in Deutschland überhaupt erst seit der Weimarer Republik – und da wurden nur 3 bis 4 Tage Urlaub gewährt. Reisen unternehmen Menschen aber natürlich schon sehr viel länger, Reiseberichte sind seit der Frühen Neuzeit eines der beliebtesten literarischen Genres. Wir sprechen in der Folge über die Anfänge des Pauschaltourismus, die erste Kreuzfahrt und was Sanatorien mit der Geschichte des Reisens zu tun haben. Und dann geht es auch noch um die Côte d’Azur.
POINT (-90.7452881 -37.8641656);GAG300: Der vorläufige Höhepunkt;https://www.geschichte.fm/podcast/gag300;Es ist so weit, der nächste Meilenstein unseres Podcastabenteuers ist erreicht: Folge 300 ist da! Das heißt 300 Wochen „Geschichten aus der Geschichte“. Und seit unserer letzten Jubiläumsfolge ist so einiges passiert. Daher war es mal wieder an der Zeit, uns euren Fragen zu stellen. Und damit die Folge nicht aus dem Ruder läuft, haben wir uns diesmal professionelle Verstärkung geholt. Denn nicht wir führen durch die Sendung, sondern Suse moderiert diese mehrstündige Jubiläumsgala. Suse ist Schauspielerin und einigen, die hier zuhören, vielleicht bekannt aus Theater, Film und Fernsehen. Wir können kaum glauben, wie sich dieses kleine und liebevoll gepflegte Podcastprojekt entwickelt hat. Und das ist keine Floskel: Das haben wir euch zu verdanken! Daher ein riesengroßes Danke an alle, die uns regelmäßig zuhören, Feedback und Hinweise geben, uns finanziell unterstützen, die uns weiterempfehlen oder auf eine andere Art und Weise mithelfen. Ohne euch gäbe es uns in der Form sicher nicht (mehr). In dieser Folge stoßen wir mit euch an und freuen uns auf die nächsten 300 Folgen!
POINT (-96.8851338 -42.7828693);GAG278: Von göttlichen Robotern und feuerspeienden Bullen;https://www.geschichte.fm/podcast/gag278;"Wir springen in dieser Folge ins antike Griechenland und die damalige Mythologie, die vor allem von einem Gedanken beseelt ist: Roboter, Androiden und ähnliche Automaten. Wir sprechen darüber, wie diese Mythen schon damals vor allem Tyrannen und andere Machthaber dazu inspirierten, sich allerlei Mechanisches anfertigen zu lassen und wie die Angst vor unkontrollierbaren Maschinen schon damals die Menschen bewegte. Diese Folge hat das großartige Buch &#8222;Gods and Robots&#8220; von Adrienne Mayor zur Basis. Das Episodenbild zeigt den in der Folge erwähnten Sizilianischen Bullen."
POINT (-101.8488299 -47.7399944);GAG238: Kurze Geschichten ausgestorbener Berufe;https://www.geschichte.fm/podcast/zs238/;"Wir beschäftigen uns in dieser Folge nicht mit einer Geschichte, sondern gleich mit vier Geschichten. Es geht um kuriose, historische Berufe, die es heute nicht mehr gibt: Eine Familie, die die korrekte Uhrzeit verkauft hat; Menschen, die „Planeten“ in einem Bauchladen von Mäusen oder Papageien an Kundinnen und Kunden übergeben haben; Soldaten, die auf der Suche nach Kaffee waren; und Personen, die als bezahlte Eremiten in den Parkanlagen Adliger gelebt haben. Wer mehr über die Schmuckeremiten erfahren möchte, findet beim Podcastkollegen Der Buddler eine Folge aus dem Geheimen Kabinett dazu. Den Uni Hamburg-Podcast Wissenswelle, den Daniel erwähnt hat und der jetzt alle 14 Tage erscheint, könnt ihr hier abonnieren. Das Episodenbild zeigt Kaffeeriecher bei der Arbeit – nach einem Gemälde von L. Katzenstein, das in der Gartenlaube 1892 in einem Beitrag über die Kaffeeriecher abgedruckt wurde."
POINT (-106.4573107 -47.7854863);GAG202: über Brunzdoktoren und Uroskopie – die Harnschau in der vormodernen Medizin;https://www.geschichte.fm/podcast/zs202/;Wir beschäftigen uns in dieser Folge mit dem wichtigsten diagnostischen Verfahren der vormodernen Medizin: der Uroskopie. Über viele Jahrhunderte war nicht das Stethoskop der charakteristischste Gegenstand für einen Arzt, sondern das Harnglas. Am Urin, so war die damalige Überzeugung, könne ein Arzt mittelbar alle Krankheiten erkennen. Doch ab dem 16. Jahrhundert regte sich Kritik an der Harnschau und die gelehrten Ärzte überließen das Feld den Brunzdoktoren und Seichguckern, denn in der Bevölkerung erfreute sich die Harnschau bis ins 20. Jahrhundert hinein großer Beliebtheit. Über einen der bekanntesten Harnschauer aus Österreich sprechen wir daher auch: Johann Reinbacher, besser bekannt als Höllerhansl. Damit nicht genug: Am Ende der Folge geht es noch über die Geschichte des Schwangerschaftstests und warum das gegenwärtige Amphibiensterben damit zusammenhängt. Wir konnten leider aus lizenzrechtlichen Gründen keine Version des Höllerhansl-Lieds spielen, dafür gibt es hier ein Video. Und wer das Lied selbst spielen möchte, findet hier die Noten.  Das Episodenbild zeigt das Gemälde „De bleekzuchtige vrouw“ von Samuel van Hoogstraten. Es stammt aus den 1660er-Jahren und ist eines von vielen Beispielen aus der Genremalerei, das Ärzte bei der Harnschau zeigt.
POINT (-106.3690724 -43.10627);GAG201: Eine kleine Geschichte des Speiseeises;https://www.geschichte.fm/podcast/zs201/;"Wir springen in dieser Woche durch die Zeiten, vom 2. Jahrtausend vor der Zeitenwende, bis zur Gegenwart: denn wir besprechen die Geschichte des Eises, genauer, die Geschichte des Speiseeises. Die Süßigkeit, an der sich heutzutage Millionen von Menschen so selbstverständlich laben, hat eine bewegte Geschichte hinter sich, im wahrsten Sinne des Wortes. Als Inspiration und Vorlage diente dieser Artikel, das erwähnte Buch von Jerio Quinzio heißt &#8222;Of sugar and snow: A history of ice cream making&#8220; und die Erkenntnisse der erwähnten Historikerin Dr. Melissa Calaresu zu Speiseeis in Neapel lassen sich hier nachlesen. Das Episodenbild zeigt Speiseeis, von Daniel aufgenommen."
POINT (-106.8096181 -37.758592);GAG200: Eine Abrechnung;https://www.geschichte.fm/podcast/zs200/;Sie ist da, die große 200. Das bedeutet 200 Wochen jede Woche eine Folge, jede Woche eine neue Geschichte aus der Geschichte. Endlich Zeit mal abzurechnen, und dafür weichen wir von unserem ursprünglichen Konzept etwas ab. Denn in dieser Folge widmen wir uns ganz und gar euren Fragen: wir sprechen darüber, wie wir das alles hier produzieren, wir sprechen über uns, über die Geschichtswissenschaft und was euch sonst so interessiert hat. Es ist eine Nabelschau, ein Plaudern aus dem Nähkästchen, das sich gewaschen hat: zum ersten Mal hat eine Folge so richtig Überlänge. Der Plan, aufgrund der Länge endlich mal Kapitelmarken einzubauen wurde schnell verworfen, und so ist es ein Potpourri aus Einspielern, Champagner- und Ingwersudtrinken und vielen, vielen Worten. Wir bedanken uns bei allen die uns bisher gehört haben, Feedback und Hinweise gegeben haben, Geld gespendet haben, als Expertinnen und Experten zur Seite gestanden sind, uns ihre Geschichten geliehen haben, uns ihren Freundinnen und Freunden, Nachbarinnen und Nachbarn oder vielleicht sogar Wildfremden empfohlen haben oder uns einfach auf die ein oder andere Art unterstützt haben. Ohne euch gäbe es uns in der Form sicher nicht. In diesem Sinn: wir freuen uns auf mindestens 200 weitere Folgen!
POINT (19.503304100000037 47.162494);GAG181: Von Gulasch, Pörkölt und Nationalgerichten;https://www.geschichte.fm/podcast/zs181/;Wir springen in dieser Folge in die ungarische Tiefebene, wo vor Jahrhunderten Viehhirten eine Suppe kreierten, die in weiterer Folge ein identitätsstiftendes Merkmal ungarischer Kultur werden sollte. Wir sprechen über das, was diese Suppe ausmacht, wann das Paprikapulver dazukam und warum Gulasch heute als ungarisches Nationalgericht gilt. Die am Anfang der Folge erwähnte Episode des Zeitspeise Podcasts über Pizza findet sich hier. Das Episodenbild ist aus dem frühen 21. Jahrhundert und zeigt Pörkölt mit traditionell dazu gereichten Kartoffeln.
POINT (-145.2603513 -37.2258582);GAG164: Eine kurze Geschichte des Alkoholkonsums;https://www.geschichte.fm/podcast/zs164/;Wir springen diesmal nicht in eine bestimmte Zeit, sondern durch die Jahrhunderte und sprechen darüber, wie Alkohol und Alkoholkonsum Geschichte geprägt haben. Dabei schauen wir uns nicht nur an, wie Churchill seinen Martini am liebsten getrunken hat, sondern auch, welchen Zweck das bayerische Reinheitsgebot hatte und was es mit dem Trinkzwang für Diplomaten in der Frühen Neuzeit auf sich hatte – nicht zuletzt geht es auch um Alkoholismus und die Branntweinpest. Vielen Dank an Jochen Oppermann, der uns als Experte für diese Folge unterstützt hat. Er hat das Buch „Im Rausch der Jahrhunderte. Alkohol macht Geschichte“ geschrieben.
POINT (-145.2170042 -42.2334847);GAG159: Thorsten Logge über Geschichte und Public History;https://www.geschichte.fm/podcast/zs159/;„95 Prozent der Geschichte, die wir auf dem Markt sehen, ist nicht-universitäre Geschichte in teilweise populärsten Formen“, erklärt Thorsten Logge. Er ist Professor im Fachbereich Geschichte an der Uni Hamburg und arbeitet im Bereich Public History und untersucht unterschiedliche mediale Formen von Geschichte im öffentlichen Raum. In dieser Folge erzählen wir uns mal keine Geschichte, sondern sprechen mit Thorsten Logge darüber, was Geschichte überhaupt ist und warum es wichtig ist für eine Gesellschaft, sich mit der Vergangenheit auseinanderzusetzen. Denn, wie es Thorsten Logge ausdrückt: „Im Austausch miteinander über die Vergangenheit, konstruieren wir unsere gesellschaftliche Gegenwart.“
POINT (64.4555769 39.7680827);GAG158: Al-Biruni und die erste Globalgeschichte;https://www.geschichte.fm/podcast/zs158/;"Wir springen diesmal ins Jahr 1000 nach der Zeitenwende. Ort des Geschehens ist eine Stadt, die im heutigen Iran liegt, Protagonist ist ein Gelehrter, der heute in erster Linie als Al-Biruni bekannt ist. Der Universalgelehrte, zu diesem Zeitpunkt erst 29 Jahre alt, erhält einen kuriosen Auftrag: er soll für seinen Herrn das ultimative Geschichtswerk schreiben. Wir sprechen darüber, mit welchen Schwierigkeiten al-Biruni dabei zu kämpfen hat, und warum er ohne Weiteres der Vater der Globalgeschichte genannt werden könnte. Die Übersetzung des besprochenen Werkes gibt&#8217;s auf Archive.org nachzulesen (und runterzuladen). Das Episodenbild zeigt Al-Biruni auf einer iranischen Briefmarke, ausgegeben im Jahr 1973 zu Ehren seines 1000. Geburtstags. Diese Episode basiert in weiten Teilen auf dem Artikel &#8222;The Invention of World History&#8220;, verfasst von S. Frederick Starr, Professor an der Johns Hopkins Universität."
POINT (-145.4007646 -47.262008);GAG134: Eine kleine Geschichte des Kaiserschnitts anhand der Personen Jacob Nufer, James Barry und Margret Ann Bulkley;https://www.geschichte.fm/podcast/zs134/;"Wir beleuchten in dieser Folge die Geschichte des Kaiserschnitts anhand dreier Personen. Zuerst Jacob Nufer, Schweinekastrator aus der Schweiz im 16. Jahrhundert, dann James Barry, Arzt in der britischen Armee im 19. Jahrhundert und schließlich Margret Ann Bulkley, deren Rolle medizingeschichtlich einzigartig ist. Das Episodenbild zeigt eine Zeichnung des Andreas Vesalius aus dem in der Episode erwähnten Werk &#8222;De Humani Corpori Fabrica&#8220;. Erwähnte"
POINT (-133.7079756 -37.3939459);GAG96: Von der Entstehung des Croissants und anderen kulinarischen Mythen;https://www.geschichte.fm/podcast/zs96/;"Wir springen in dieser Episode wie wild zwischen den Zeiten hin und her, was allerdings gleich bleibt, sind die Objekte unseres Gesprächs: Nahrungsmittel! Aber nicht irgendwelche Nahrungsmittel, sondern solche, um die sich Mythen der Entstehung ranken. Wir sprechen nämlich über kulinarische Mythologie, mit einigen wenigen Beispielen, so viele eben in 45 Minuten passen. Mit von der Partie: Marco Polo, das Croissant, nicht so verdorbenes Fleisch und die Brezel. Wer uns unterstützen möchte: Alle Hinweise, wie ihr uns finanziell unterstützen könnt, findet ihr hier. Wir freuen uns, wenn ihr den Podcast bei Apple Podcasts rezensiert oder bewertet. Für alle jene, die kein iTunes verwenden, gibt&#8217;s die Podcastplattform Panoptikum, auch dort könnt ihr uns empfehlen, bewerten aber auch euer ganz eigenes PodcasthörerInnenprofil erstellen."
POINT (-133.6114544 -47.3230137);GAG84: Eine kleine Geschichte des Klimas und des Klimawandels;https://www.geschichte.fm/podcast/zs84/;Wir sprechen diesmal darüber, wie sich das Klima auf der Erde in den letzten 1.000 Jahren verändert hat. Dabei stehen zwei außergewöhnliche Phasen im Mittelpunkt: Die Mittelalterliche Klimaanomalie, eine Warmzeit, die von der Kleinen Eiszeit abgelöst wird, und die die Frühe Neuzeit durch kalte Winter und schlechte Ernten prägt. Es geht auch um die Frage, seit wann sich Menschen Gedanken darüber machen, wie sich das Klima verändert und ab wann das Verständnis von Klima entstanden ist, wie wir es heute kennen.  Das Outro ist das Allegro aus dem Winter der Vier Jahreszeiten von Antonio Vivaldi, das in der Episode angesprochen wird (John Harrison — Violin / Robert Turizziani — Conductor / Wichita State University Chamber Players). Zu hören ist unter anderem ein Schlittschuhläufer.
